manuscript	status	language	material	period	site	composition_type	ir_images	ir_recto	ir_with_sqe_match	ir_with_etcbc_fragment	ir_single_text_fragment	ir_exact_link	sqe_editions	etcbc_scroll	etcbc_fragments	etcbc_preserved	etcbc_certain	etcbc_fragments_imaged	etcbc_preserved_imaged	etcbc_scrolls_via_images
4Q396	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Legal Texts	4	3	4	4	0	4	361	4Q396	4	791	684	4	791	4Q396
4Q397	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Legal Texts	11	11	8	8	8	8	362	4Q397	8	716	513	4	327	4Q397
4Q398	square	Hebrew	Papyrus	Herodian	Qumran, Cave 4	Sectarian Texts	0	0	0	0	0	0	363	4Q398	11	687	521	0	0	
4Q399	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sectarian Texts	2	1	2	2	0	2	364	4Q399	2	67	54	2	67	4Q399
4Q4	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	0	0	0	0	0	0	841	4Q4	1	249	190	0	0	
4Q40	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	4	4	4	4	4	4	883	4Q40	3	255	201	3	255	4Q40
4Q400	square	Hebrew	Parchment	Hasmonean (period)	Qumran, Cave 4	Poetical/Liturgical Texts	8	7	7	7	3	7	365	4Q400	9	1214	1131	9	1214	4Q400
4Q401	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	37	37	37	37	35	37	366	4Q401	38	787	650	36	774	4Q401
4Q402	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	15	15	15	15	14	15	367	4Q402	13	496	420	13	496	4Q402
4Q403	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	5	5	4	4	3	3	368	4Q403	4	2833	2462	4	2833	4Q403
4Q404	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	28	28	28	28	28	28	369	4Q404	25	466	374	23	353	4Q404
4Q405	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	102	100	85	85	82	84	370	4Q405	91	4158	3477	58	2885	4Q405
4Q406	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 4	Poetical/Liturgical Texts	3	3	3	3	3	3	371	4Q406	5	70	45	3	59	4Q406
4Q407	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	2	2	2	2	2	2	372	4Q407	2	36	27	2	36	4Q407
4Q408	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	0	0	0	0	0	0	373	4Q408	17	434	308	0	0	
4Q409	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	374	4Q409	5	170	152	0	0	
4Q41	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	5	4	0	0	0	0	884	4Q41	6	2027	1995	0	0	
4Q410	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts?	4	4	4	4	4	4	375	4Q410	4	185	154	4	185	4Q410
4Q411	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	1	1	0	0	0	0	376	4Q411	2	123	103	0	0	
4Q412	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	5	5	4	4	4	4	377	4Q412	4	235	173	4	235	4Q412
4Q413	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	2	2	0	0	0	0	378	4Q413	1	145	132	0	0	
4Q414	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	39	0	36	36	33	36	379	4Q414	36	659	559	36	659	4Q414
4Q415	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	41	41	32	32	30	32	380	4Q415	33	858	660	31	733	4Q415
4Q416	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	25	25	21	21	18	21	381	4Q416	23	2606	2263	23	2606	4Q416
4Q417	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	35	34	31	31	24	31	382	4Q417	31	2586	2034	31	2586	4Q417
4Q418	square	Hebrew	Parchment		Qumran, Cave 4	Other	314	313	302	302	284	281	383	4Q418	306	8543	6838	297	7353	4Q418,4Q418a,4Q418b,4Q418c
4Q419	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Sapiential Texts	11	11	11	11	10	11	387	4Q419	12	416	330	11	408	4Q419
4Q42	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	15	15	14	14	14	14	885	4Q42	9	295	222	9	295	4Q42
4Q420	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	7	7	6	6	5	6	388	4Q420	8	303	251	6	283	4Q420
4Q421	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	17	17	17	11	10	11	389	4Q421	14	597	479	11	501	4Q421
4Q422	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	25	25	16	16	16	16	390	4Q422	26	914	753	16	830	4Q422
4Q423	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	29	29	29	27	26	27	391	4Q423	26	978	775	25	786	4Q423
4Q424	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	6	6	5	5	5	5	392	4Q424	5	823	772	5	823	4Q424
4Q425	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	5	5	5	5	4	5	393	4Q425	5	265	182	5	265	4Q425
4Q426	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Sapiential Texts	14	14	13	13	12	13	394	4Q426	15	513	403	14	511	4Q426
4Q427	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	24	24	21	21	19	21	395	4Q427	25	1728	1473	21	666	4Q427
4Q428	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	70	70	65	65	65	65	396	4Q428	66	1130	887	49	1044	4Q428
4Q429	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	11	11	11	11	5	11	397	4Q429	8	510	402	8	510	4Q429
4Q43	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	3	3	3	3	2	3	886	4Q43	2	61	38	2	61	4Q43
4Q430	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	398	4Q430	1	81	46	0	0	
4Q431	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	1	1	1	1	399	4Q431	2	304	267	1	204	4Q431
4Q432	square	Hebrew	Papyrus	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	34	34	34	34	34	34	400	4Q432	24	428	298	21	417	4Q432
4Q433	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	3	3	3	3	3	3	401	4Q433	3	151	119	3	151	4Q433
4Q433a-177	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	10	10	10	10	10	10	402	4Q433a	4	405	334	4	405	4Q433a
4Q434	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	17	16	12	12	12	12	403	4Q434	15	1203	1065	9	343	4Q434
4Q435	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	5	5	5	5	4	5	404	4Q435	6	171	141	6	171	4Q435
4Q436	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	4	4	4	4	4	4	405	4Q436	3	536	506	2	122	4Q436
4Q437	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	15	14	12	12	12	11	406	4Q437	11	725	616	9	661	4Q437
4Q438	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	0	0	0	0	0	0	407	4Q438	12	393	290	0	0	
4Q439	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	2	2	2	2	1	2	408	4Q439	2	165	145	2	165	4Q439
4Q44	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	0	0	0	0	0	0	887	4Q44	3	188	151	0	0	
4Q440	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	4	4	4	4	3	4	409	4Q440	4	269	241	4	269	4Q440
4Q440a	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	0	0	0	0	0	0	410	4Q440a	1	60	44	0	0	
4Q440b	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Other	1	1	1	1	1	1	411	4Q440b	1	31	18	1	31	4Q440b
4Q441	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	412	4Q441	1	24	17	0	0	
4Q442	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	413	4Q442	1	36	33	0	0	
4Q443	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	12	12	12	12	10	12	414	4Q443	15	347	272	14	345	4Q443
4Q444	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	3	3	3	3	2	3	415	4Q444	3	230	182	3	230	4Q444
4Q445	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	0	0	0	0	0	0	416	4Q445	8	129	90	0	0	
4Q446	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	0	0	0	0	0	0	417	4Q446	3	149	102	0	0	
4Q447	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	1	1	1	1	418	4Q447	1	17	13	1	17	4Q447
4Q448	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	2	1	2	2	0	2	419	4Q448	3	238	197	3	238	4Q448
4Q449	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	2	2	2	2	2	2	420	4Q449	3	111	88	2	89	4Q449
4Q450	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	1	1	1	1	421	4Q450	2	46	34	1	41	4Q450
4Q451	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	422	4Q451	1	50	38	0	0	
4Q452	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	423	4Q452	1	18	14	0	0	
4Q453	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	424	4Q453	1	11	9	0	0	
4Q454	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	425	4Q454	1	34	23	0	0	
4Q455	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Sapiential Texts?	1	1	0	0	0	0	426	4Q455	1	34	25	0	0	
4Q456	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 4	Poetical/Liturgical Texts	2	2	2	2	2	2	427	4Q456	2	34	21	2	34	4Q456
4Q457	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	2	2	2	2	0	0			0	0	0	4	194	4Q457a,4Q457b
4Q458	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Other	19	19	19	19	18	19	430	4Q458	20	355	285	20	355	4Q458
4Q459	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Other	2	2	2	2	2	2	431	4Q459	2	54	49	2	54	4Q459
4Q460	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	7	7	7	7	6	7	432	4Q460	11	593	519	8	578	4Q460
4Q461	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Other	5	5	5	5	4	5	433	4Q461	6	190	156	6	190	4Q461
4Q462	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Other	6	6	6	6	6	6	434	4Q462	7	450	413	6	446	4Q462
4Q463	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Other	2	2	2	2	2	2	435	4Q463	4	167	145	2	153	4Q463
4Q464	square	Hebrew	Parchment		Qumran, Cave 4	Other	12	12	12	12	10	11	436	4Q464	13	343	285	14	379	4Q464,4Q464a
4Q465	square	Hebrew	Papyrus	Hellenistic-Roman	Qumran, Cave 4	Parabiblical Texts?	1	1	0	0	0	0	439	4Q465	1	25	15	0	0	
4Q466	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 4	Other	1	1	0	0	0	0	440	4Q466	1	28	25	0	0	
4Q467	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 4	Other	3	3	0	0	0	0	441	4Q467	1	34	30	0	0	
4Q468	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 4	Other	27	27	14	14	14	0	1077		0	0	0	14	252	4Q468a,4Q468b,4Q468c,4Q468j,4Q468l,4Q468m,4Q468n,4Q468o,4Q468p,4Q468r,4Q468s,4Q468u
4Q468e	square	Hebrew	Parchment	Roman	Qumran, Cave 4	Other	1	1	0	0	0	0	445	4Q468e	1	28	24	0	0	
4Q469	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts?	10	10	10	10	10	10	470	4Q469	10	126	81	10	126	4Q469
4Q47	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	16	16	16	16	14	16	890	4Q47	6	865	696	6	865	4Q47
4Q470	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Parabiblical Texts	3	3	3	3	3	3	471	4Q470	3	186	167	3	186	4Q470
4Q471	square	Hebrew	Parchment		Qumran, Cave 4	Other	10	10	6	6	6	3	472	4Q471	3	224	169	6	428	4Q471,4Q471a,4Q471c
4Q472	square	Hebrew	Parchment		Qumran, Cave 4	Other	3	3	3	3	3	2	476	4Q472	2	138	116	3	169	4Q472,4Q472a
4Q473	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sapiential Texts	2	2	2	2	2	2	478	4Q473	2	103	85	2	103	4Q473
4Q474	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Parabiblical Texts	1	1	0	0	0	0	479	4Q474	1	156	94	0	0	
4Q475	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Other	0	0	0	0	0	0	480	4Q475	1	171	137	0	0	
4Q476	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Other	3	3	3	3	2	3	481	4Q476	4	116	91	4	116	4Q476
4Q477	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sectarian Texts	5	5	5	5	5	5	483	4Q477	4	240	216	4	240	4Q477
4Q478	square	Hebrew	Papyrus	Herodian	Qumran, Cave 4	Other	1	1	0	0	0	0	484	4Q478	1	31	28	0	0	
4Q479	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	3	3	3	3	3	3	485	4Q479	3	73	58	3	73	4Q479
4Q48	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	7	7	7	7	6	7	891	4Q48	6	403	286	6	403	4Q48
4Q480	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Other	1	1	0	0	0	0	486	4Q480	2	41	33	0	0	
4Q481	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	12	12	7	7	5	2	487	4Q481	2	41	36	7	230	4Q481,4Q481a,4Q481c,4Q481d
4Q482	square	Hebrew	Papyrus	Herodian	Qumran, Cave 4	Parabiblical Texts	16	16	8	8	8	8	493	4Q482	8	83	59	8	83	4Q482
4Q483	square	Hebrew	Papyrus	Herodian	Qumran, Cave 4	Scripture?	0	0	0	0	0	0	494	4Q483	3	19	19	0	0	
4Q484	square	Hebrew	Papyrus	Herodian	Qumran, Cave 4	Parabiblical Texts	46	46	46	46	46	46	495	4Q484	20	57	21	20	57	4Q484
4Q485	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Other	0	0	0	0	0	0	496	4Q485	5	78	48	0	0	
4Q486	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Sapiential Texts?	0	0	0	0	0	0	497	4Q486	1	25	16	0	0	
4Q487	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Sapiential Texts?	54	54	37	37	37	37	498	4Q487	54	643	500	37	225	4Q487
4Q488	square	Aramaic	Papyrus	Herodian	Qumran, Cave 4	Other	0	0	0	0	0	0	499	4Q488	6	25	7	0	0	
4Q489	square	Aramaic	Papyrus	Herodian	Qumran, Cave 4	Other	0	0	0	0	0	0	500	4Q489	8	34	19	0	0	
4Q49	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	1	1	0	0	0	0	892	4Q49	1	166	152	0	0	
4Q490	square	Aramaic	Papyrus	Herodian	Qumran, Cave 4	Unidentified Text	0	0	0	0	0	0	501	4Q490	16	32	12	0	0	
4Q491	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sectarian Texts	35	34	31	31	28	31	502	4Q491	33	3719	3115	29	2638	4Q491
4Q492	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sectarian Texts	4	3	4	4	4	3	503	4Q492	3	317	244	3	317	4Q492
4Q493	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sectarian Texts	1	1	0	0	0	0	504	4Q493	1	454	376	0	0	
4Q494	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Sectarian Texts	1	1	0	0	0	0	505	4Q494	1	87	78	0	0	
4Q495	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Sectarian Texts	2	2	2	2	2	2	506	4Q495	2	44	34	2	44	4Q495
4Q496	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Sectarian Texts	115	0	96	96	96	96	507	4Q496	99	734	329	93	716	4Q496
4Q497	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Sectarian Texts	54	0	47	47	46	47	508	4Q497	48	238	120	48	238	4Q497
4Q498	square	Hebrew	Papyrus	Herodian	Qumran, Cave 4	Sapiential Texts?	15	15	0	0	0	0	509	4Q498	17	102	65	0	0	
4Q499	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	54	54	53	53	53	53	510	4Q499	52	338	176	51	337	4Q499
4Q5	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	11	11	10	10	9	10	842	4Q5	8	541	452	8	541	4Q5
4Q50	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	3	3	0	0	0	0	893	4Q50	2	192	97	0	0	
4Q500	square	Hebrew	Papyrus	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	0	0	0	0	0	0	511	4Q500	7	89	70	0	0	
4Q501	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	512	4Q501	1	309	297	0	0	
4Q502	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	342	342	334	334	333	334	513	4Q502	335	2581	1787	323	2520	4Q502
4Q503	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	220	220	129	129	125	129	514	4Q503	190	3188	2454	112	1993	4Q503
4Q504	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	41	40	38	38	33	38	515	4Q504	57	4046	3403	47	3937	4Q504
4Q505	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	10	10	9	9	9	9	516	4Q505	10	178	121	9	165	4Q505
4Q506	square	Hebrew	Papyrus	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	61	0	12	12	12	12	517	4Q506	47	329	179	11	145	4Q506
4Q507	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	4	4	3	3	3	3	518	4Q507	3	86	64	3	86	4Q507
4Q508	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	41	41	40	40	40	40	519	4Q508	41	654	465	39	648	4Q508
4Q509	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	302	302	295	295	279	295	520	4Q509	302	2740	1618	297	2709	4Q509
4Q51	square	Hebrew	Parchment		Qumran, Cave 4	Scripture	332	331	299	296	291	296	894	4Q51	108	8710	6877	102	7967	4Q51
4Q510	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	13	13	12	12	12	12	521	4Q510	12	481	446	11	116	4Q510
4Q511	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	224	222	205	205	154	204	522	4Q511	205	4496	3461	195	4277	4Q511
4Q512	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	220	0	97	97	95	97	523	4Q512	181	2088	1485	93	944	4Q512
4Q513	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Legal Texts	44	44	43	43	40	43	524	4Q513	45	782	606	44	758	4Q513
4Q514	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Legal Texts	4	3	4	4	2	4	525	4Q514	4	331	284	4	331	4Q514
4Q515	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Unidentified Text	0	0	0	0	0	0	526	4Q515	24	82	31	0	0	
4Q516	square	Hebrew	Papyrus	Herodian	Qumran, Cave 4	Unidentified Text	0	0	0	0	0	0	527	4Q516	9	25	14	0	0	
4Q517	square	Hebrew	Papyrus	Hellenistic-Roman	Qumran, Cave 4	Unidentified Text	45	45	45	45	45	45	528	4Q517	87	292	149	45	132	4Q517
4Q518	square	Hebrew	Papyrus	Hellenistic-Roman	Qumran, Cave 4	Unidentified Text	0	0	0	0	0	0	529	4Q518	36	129	66	0	0	
4Q519	square	Hebrew	Papyrus	Hellenistic-Roman	Qumran, Cave 4	Unidentified Text	0	0	0	0	0	0	530	4Q519	46	116	40	0	0	
4Q51a-588	excluded: language 'Unidentified'	Unidentified	Papyrus	Herodian	Qumran, Cave 4	Other	2	2	0	0	0	0	1078		0	0	0	0	0	
4Q52	square	Hebrew	Parchment	Early Hellenistic	Qumran, Cave 4	Scripture	21	21	20	20	20	20	897	4Q52	9	1092	985	9	1092	4Q52
4Q520	square	Hebrew	Papyrus	Hellenistic-Roman	Qumran, Cave 4	Unidentified Text	0	0	0	0	0	0	531	4Q520	40	143	75	0	0	
4Q521	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Other	19	19	14	14	12	14	532	4Q521	16	910	786	14	788	4Q521
4Q522	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	27	27	20	20	19	20	533	4Q522	22	978	801	20	867	4Q522
4Q523	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Other	6	6	5	5	5	5	534	4Q523	4	120	93	4	120	4Q523
4Q524	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	24	24	23	23	23	23	535	4Q524	25	493	391	11	452	4Q524
4Q525	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Poetical/Liturgical Texts	24	22	21	21	15	20	536	4Q525	54	2876	2454	20	1595	4Q525
4Q526	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	1	1	0	0	0	0	537	4Q526	1	23	22	0	0	
4Q527	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	538	4Q527	1	33	23	0	0	
4Q528	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts	1	1	0	0	0	0	539	4Q528	1	76	49	0	0	
4Q529	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Other	1	1	1	1	1	1	540	4Q529	3	344	313	1	324	4Q529
4Q53	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	14	14	13	13	11	13	898	4Q53	7	997	823	7	997	4Q53
4Q530	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	15	15	15	10	7	10	541	4Q530	15	1166	969	11	424	4Q530
4Q531	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	21	21	16	16	16	16	542	4Q531	50	1454	1116	16	792	4Q531
4Q532	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	2	2	2	2	1	2	543	4Q532	3	190	143	3	190	4Q532
4Q533	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	6	6	5	5	3	5	544	4Q533	9	139	91	7	125	4Q533
4Q534	square	Aramaic	Parchment	Herodian	Qumran, Cave 4	Parabiblical Texts	5	5	3	3	3	3	545	4Q534	7	668	507	3	277	4Q534
4Q535	square	Aramaic	Parchment	Herodian	Qumran, Cave 4	Parabiblical Texts	5	5	4	4	4	4	546	4Q535	3	135	108	3	135	4Q535
4Q536	square	Aramaic	Parchment	Herodian	Qumran, Cave 4	Parabiblical Texts	4	3	4	4	2	3	547	4Q536	4	372	333	3	370	4Q536
4Q537	square	Aramaic	Parchment	Herodian	Qumran, Cave 4	Parabiblical Texts	28	28	25	25	25	25	548	4Q537	23	671	542	21	661	4Q537
4Q538	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	4	4	4	0	0	0	549	4Q538	3	205	200	0	0	
4Q539	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	5	5	5	5	5	5	550	4Q539	4	193	150	4	193	4Q539
4Q54	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	10	10	8	8	7	8	899	4Q54	8	466	413	8	466	4Q54
4Q540	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	3	3	3	3	3	3	551	4Q540	3	147	132	3	147	4Q540
4Q541	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	26	25	25	25	18	25	552	4Q541	31	1128	936	28	1117	4Q541
4Q542	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	4	3	4	4	2	3	553	4Q542	5	1053	1007	4	1046	4Q542
4Q543	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	49	49	47	47	47	47	554	4Q543	42	663	505	39	639	4Q543
4Q544	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	4	3	4	4	4	3	555	4Q544	3	539	484	3	539	4Q544
4Q545	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	17	16	13	13	10	12	556	4Q545	13	807	631	13	807	4Q545
4Q546	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	26	26	25	25	24	25	557	4Q546	27	638	401	26	637	4Q546
4Q547	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	11	11	10	10	9	10	558	4Q547	9	471	378	9	471	4Q547
4Q548	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	3	3	3	3	2	3	559	4Q548	3	328	272	3	328	4Q548
4Q549	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	2	2	2	2	2	2	560	4Q549	2	153	132	2	153	4Q549
4Q55	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	18	18	15	15	14	15	900	4Q55	12	1389	1150	11	1040	4Q55
